18049000.0	4.608e-06	1.7314972819216932
36098000.0	6.656e-06	3.7537083766779986
52526400.0	6.656e-06	5.6466184346392865
81130876.47058824	1.7408e-05	3.6784501281003084
131755035.71428572	3.584e-05	6.588157804443866
205128645.45454547	0.00016896	15.317948314095217
327111240.1392111	0.000441344	24.76496154507097
512001972.0524017	0.00058624	30.0736798017957
818748936.88567	0.000989696	29.29593678318889
1286506150.643452	0.001352704	29.607637646029346
2044662537.205953	0.002132992	35.87795087175171
3233282750.1629725	0.003141632	43.47159593720967
5125373955.162725	0.004373504	43.13446352816789
8110009243.940309	0.005935616	33.24222496747642
12964387993.42706	0.008412672	19.52090349180041
20652932867.803207	0.017358848	11.335485421036156
31257658794.977837	0.020675072	7.846460975273886
46748790618.4618	0.006117888	5.290426096830649
70047780063.29114	0.000323584	3.4892921869616207
