18049000.0	4.608e-06	17.915194943465536
36098000.0	6.656e-06	17.069339867315932
52526400.0	6.656e-06	16.618563151624684
81130876.47058824	1.7408e-05	16.101845558711023
131755035.71428572	3.584e-05	15.532646895023966
205128645.45454547	0.00016896	15.020346073793533
327111240.1392111	0.000441344	14.488118101574587
512001972.0524017	0.00058624	13.98448294746709
818748936.88567	0.000989696	13.464341381930335
1286506150.643452	0.001352704	12.971335742714285
2044662537.205953	0.002132992	12.474850379212802
3233282750.1629725	0.003141632	11.992597415810192
5125373955.162725	0.004373504	11.516526930276337
8110009243.940309	0.005935616	11.050822088025267
12964387993.42706	0.008412672	10.584310501613658
20652932867.803207	0.017358848	10.130944799371585
31257658794.977837	0.020675072	9.735404341134158
46748790618.4618	0.006117888	9.358273254037972
70047780063.29114	0.000323584	8.986495604129697
